sample_HFS146-resub	sample_HFS147	sample_HFS148	sample_HFS149	sample_HFS150	sample_HFS191	sample_HFS192	sample_HFS193	sample_HFS194	sample_HFS258	sample_HFS259	sample_HFS260	sample_HFS261	sample_HFS262	sample_HFS298	sample_HFS299	sample_HFS300	sample_HFS301	sample_HFS302	sample_HFS338	sample_HFS339	sample_HFS340	sample_HFS341	sample_HFS342-resub
CCDC85B	446.729	241.583	258.77	375.218	337.274	260.758	339.696	406.629	413.985	412.491	356.823	1022.94	296.909	291.086	407.994	391.879	549.338	353.391	372.254	394.562	316.028	364.233	406.121	427.302
CCDC85C	71.09926	58.5047	59.38679	61.5818	60.7368	55.29849	70.1656	77.54574	56.93812	64.3898	73.9808	99.1983	51.15349	60.75739	65.52343	78.2199	71.08493	52.50199	68.17592	67.0228	62.5284	73.9321	60.9879	69.1855
CCDC86	22.1141	24.9079	20.2729	21.8043	25.0044	14.6753	12.4256	16.9559	17.7095	18.445	19.6111	25.3486	18.0293	17.0808	17.8829	20.6315	26.665	24.0443	18.8867	22.3283	22.3418	17.8477	18.331	17.4904
CCDC87	0.706259	0.80581	0.497475	0.470465	0.915784	0.219959	0.390794	0.112157	0.155817	0	0.967544	0.276424	0.599165	0.511952	0.368796	0.813025	1.37293	0.455459	0.323013	0.0963134	0.142375	0.518162	0.174236	0.491144
CCDC88A	3.97832324818	6.18910660838342	7.4523571	6.781536	7.1532113127	6.0001971036334	6.3857190989	7.799371367494	5.5531740130663	7.322722	3.13319457428529	3.699240013	6.59433070372276	4.4018991	6.0404922	4.38280026312045	5.28751604371799	6.29288695	5.9010012	5.192685988	5.9040744924857	4.016301	5.3435955909	6.342755
CCDC88B	1.27765	2.42965	0.727346	0.667292	0.732715	1.49369	1.13786	2.68727	0.777093	0.910219	1.42942	1.56052	1.22171	1.01531	1.5324	0.699549	2.28093	1.07181	1.44446	1.24885	1.24787	1.7856	1.3462	2.81814
CCDC88C	15.0314	13.0376	10.8354	14.5215	15.2165	10.3308	9.20246	16.5717	10.928	12.2848	9.68448	22.0554	10.0237	6.91453	15.1935	25.1925	17.2372	15.8965	10.2637	10.9506	8.03396	21.6072	19.0125	10.4586
CCDC89	1.28345	2.33077	3.48915	2.7053	2.18346	1.08475	0.660631	0.442284	1.57061	1.14767	1.68995	0.861146	2.16699	3.70044	2.2853	3.12526	2.42464	1.07796	0.667176	0.69646	2.05899	1.41829	2.63427	1.42824
CCDC9	34.3608	27.8	25.2226	30.9736	30.344	25.52273	25.6564	31.996	31.5162	36.8901	39.2298	48.9042	28.226	38.2172	31.9212	33.3068	35.7402	37.8495	34.0933	35.0084	34.6326	41.3835	37.5875	31.4461
CCDC90B	20.322766	26.79253	32.44271	26.289531	26.064602	26.094847	28.146922	25.152849	27.91007	29.7409385108	21.78593	23.98371	30.430633	31.11663	29.058075	24.2101	20.57102	32.51858	36.60527	28.828705	34.25921	23.75257	25.824212	28.56097
CCDC91	33.59809	37.1488	49.53815	37.69043	43.83812	33.23945	37.346396	30.03874	34.73027	48.721265	30.41718	33.90651	40.12295	36.14598	42.807342	28.61406	32.70278	44.69341	36.51545	36.94555	35.97878	31.00458	27.6826	40.54044
CCDC92	276.4805	151.7513	161.95967	223.5848	231.1742	175.95005	224.07431	258.33217	222.7331	229.8467	274.9858	545.99728	228.88975	184.17758	290.7804	292.1256	347.3098	248.8205	239.3375	279.3865	265.0618	229.1238	250.00546	272.2512
CCDC92B	15.1947	15.1925	16.0721	16.8195	15.5039	12.4849	16.2711	14.2666	13.6922	17.0581	15.9037	18.5585	14.9184	16.0706	14.7735	16.4	20.1166	17.304	17.4819	16.748	18.3267	18.2661	19.9481	18.587
CCDC93	14.74329	14.204154	13.936354	12.759195	13.844939	19.104302	15.947332	15.70491	15.244666	14.70997	11.84734	11.6616	14.01092	15.920842	15.179138	12.21319	15.55719	15.728487	13.555829	14.794452	14.622994	15.586087	14.613138	14.1609
CCDC96	15.24051	20.78003	15.23875	23.74027	18.10357	16.50716	11.74886	15.46081	12.89389	16.04455	17.99903	9.80044	15.78396	14.8736	16.23295	18.2136	18.99995	13.90321	16.91829	14.58821	14.4796	12.48946	11.83531	12.87997
CCDC97	15.3392	14.7614	9.85598	14.9927	12.0393	13.543	13.1181	16.2213	12.4154	14.7981	15.7573	18.9354	13.0806	14.4461	15.1113	12.7369	16.5612	12.1152	15.0853	15.8188	16.9662	15.9827	14.008	15.8155
CCDC9B	0.75322	0.646219	0.797656	0.778461	0.447234	0.462889	1.14159	0.404858	0.593545	0.722277	0.51968	0.845066	0.750487	0.492935	0.887535	0.589254	1.14651	0.794346	0.499749	1.36132	0.999094	0.571875	0.497808	1.03539
CCER1	0	0.136703	0.844945	0.348396	0	0.140108	0.4263	0.28511	0	0	0	0.132323	0	0.260013	0	0.135739	0.266574	0.231895	0.117267	0	0.362239	0.109503	0.110821	0.0887827
CCER2	1.57	0.672631	1.12334	0.771561	0.824414	0.581082	1.57363	1.2488	1.35535	0.736323	0.940428	0.856756	1.25547	1.77988	1.21914	0.473771	0.767485	1.11179	0.897991	0.742982	1.42352	1.25178	0.839364	1.19727
CCHCR1	6.179326	6.516975	5.64991	7.011557	6.87875	5.014788	6.73807	5.5939421	5.575741	4.955692	8.363955	5.69133	5.906563	5.7194	6.33902	6.659994	6.2243	4.46928	4.197912	6.59451	6.844211	4.773754	4.52835	7.096835
CCIN	0	0.0886478	0	0.0969811	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150342	0.0761033	0	0	0	0.0718729	0
CCK	944.5825	1011.2834	834.274	748.7545	683.9211	1591.9139	1375.5176	809.045	963.3323	342.8843	757.23126	3656.998	1422.0556	1484.69	1153.6131	802.9076	1256.1362	1160.0808	306.8388	727.8571	380.1221	1503.8801	1540.8106	361.08816
CCKAR	0.101222	0.100053	0.463239	0.492907	0.319765	0.563257	0.519879	0.208898	0.5388670517259	0.152458	0.450862	0	0.092987	1.478047	0.147193	0.187713	0.344377	0.393768	0.518708	1.03143	1.14906	0.321734	0.162255	1.30709
CCKBR	40.5514	54.843	49.3424	51.724	42.3699	66.7797	61.4683	50.7531	52.1659	29.0633	35.1519	39.971	42.0342	52.8963	43.7297	51.2611	40.674	70.3591	23.6954	31.4692	32.9424	60.5148	56.484	28.1606
CCL16	1.18864	1.67785	2.22539	3.65527	2.56603	3.43879	3.99141	6.97795	2.31611	3.39081	0.924997	0.650017	1.7848	1.59103	3.51509	1.63758	0.460479	1.22023	2.66847	0.858088	4.0169	2.48569	2.33146	0.619071
CCL19	0	0.679896	0.70144	0.743159	0	1.39895	0	1.06679	1.32594	0	1.31494	0	1.26965	0.322993	1.33093	1.65835	1.63177	0.581243	0.29241	0.306123	0.902842	0.816339	0.553179	0.22032
CCL20	0	0.627021	0	2.0311	0.670162	0.645094	0	0	0.612381	0	0.616168	0	4.67826	0	0	0	0	0.539368	0	0	0	0.496536	0	0
CCL21	2.85778	4.08216	0	1.83093	1.02828	5.16756	0.999664	1.74764	2.55234	1.69846	1.38989	0.868013	17.8805	2.0493	1.64334	3.28084	5.99676	4.48231	3.2902	2.1491	2.32979	1.34072	0.389241	4.96092
CCL22	0	0.757399	1.54559	0	0.802341	0	0	1.57531	1.47984	0	0.750572	0.622378	0	0	3.66211	0.73306	3.58541	1.30812	1.28874	2.02073	0	1.19125	0	0
CCL24	0.799935	0	0	0	0	0	0	0	0.791792	0.804791	0	0	0	0	0	0	0	0	0.690564	0.723833	0	1.27343	2.64287	0
CCL25	0.917849	0	0	0.672809	0.331769	0	0	0	1.49722	0	1.18925	0.27026	0	0.292478	0.301627	3.60707	0.88714	0	1.05778	0	2.72507	0	0	1.59374
CCL26	0.931188	4.78096	0	0	0	2.94626	1.00079	0.995288	0	0	0	0	0	0	0	7.46722	0.895963	0.817882	11.4118	0.851695	0.831218	0.750842	1.54407	3.67339
CCL27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54534	0	0	0	0	0	0	0	0	0	0.374531
CCL28	0	0	0.984032	1.03314	0	0	0	0	0	0	0	0	0.889669	0	0	0	0	0	0	0	0	0	0	0
CCL4	0.857708	0	2.20792	0.470367	0.463997	0.885678	1.838356	0	0.420916	0.452692	2.09186	1.45742	0	0	0.844898	0.878322	0.431138	1.54193	0	3.86927	0	0	0.3656	1.11723
CCL5	7.06186	19.805	10.6487	3.52046	9.44656	2.42701	2.46156	6.71224	2.49796	1.52552	2.70753	3.55359	1.40324	3.26854	1.68388	4.42559	2.6944	2.00837	0.737578	4.04848	7.60199	4.6373	4.18792	1.25137
CCM2	127.56525	106.82609	98.42061	105.36891	108.77158	115.6267	116.12659	121.03529	112.42729	122.6092	126.50182	119.53994	119.7484	114.36347	112.90574	109.71414	125.90993	92.63373	110.32481	114.23599	103.49537	116.58333	106.90919	122.116012
CCM2L	2.35188	1.26	1.20536	1.69795	0.942725	0.845551	1.18221	1.68302	1.11946	1.47864	1.39407	0.780985	1.36593	1.97802	1.82215	1.17619	3.06055	1.28928	1.84437	2.70601	1.10627	1.23847	1.74068	1.82786
CCN1	5.41653	5.10988	4.90685	4.20905	3.73265	6.1766	5.61366	7.06186	6.58721	4.10333	2.43737	1.86021	5.33687	4.63835	4.58216	2.60492	3.87722	3.50701	2.55015	5.88938	3.09548	8.84226	7.53694	5.59525
CCN2	11.1198	14.5709	8.27199	14.0557	21.712	13.0297	12.2417	23.7184	14.8434	6.23787	17.0855	11.3001	9.8073	15.428	10.9499	18.2989	18.7624	14.8624	8.91919	15.514	11.7873	26.8769	12.2221	16.9139
CCN3	6.60685	9.29612	9.75108	5.64566	6.00778	6.75373	8.78832	5.32121	6.26249	11.3916	10.4277	4.42959	7.02447	4.28599	8.05748	5.62078	2.53293	12.8142	5.82083	7.52686	0.847723	15.2778	7.92658	4.30648
CCN4	1.64316	1.99208	1.99429	1.45454	1.63998	3.28847	3.47769	3.02327	4.77649	0.971658	1.71094	0.474497	1.35712	2.86225	1.69384	2.77493	1.23138	1.55362	1.36952	0.619059	1.78342	1.41066	1.31384	1.14687
CCN5	0.693254	0.574885	0.236814	0.880077	0.736416	0.353406	0.956069	0.839522	1.00049	1.05029	1.47608	0.45221	0.962861	0.547021	0.901308	0.458571	0.336411	1.75518	0.394659	0.618422	0.203122	0.368733	0.186427	0.523461
CCN6	0.212222	0.350344	0.216339	0.383408	0.224078	0.358708	0.145641	0.219388	0.135491	0.711605	0.279456	0.142445	0.392326	0.53398	0.274809	0.213924	0.552787	0.415877	0.541543	0.439683	0.371391	0.168847	0.227249	0.685621
CCNA1	0.223416	0.111117	0.114425	0.364539	0	0.113841	0	0	0	0	0	0.438259	0.516928	0.105742	0.108887	0	0.108426	0	0	0	0	0	0	0.506017
CCNA2	2.03577	3.70219	1.12596	2.20939	1.25625	1.20635	2.44857	2.08643	2.03377	1.11066	1.67283	2.11576	3.36465	1.60248	1.40222	1.60351	2.2244	1.07021	1.44478	3.16792	1.78386	1.14829	0.272878	1.42575
CCNB1	0.988153	1.20112	0.787084	2.8659	2.21426	1.00679	0.680965	1.25297	1.68916	0.332509	0.431861	0.431274	4.47002	0.311745	1.92607	0.54498	1.38546	1.01862	0.937097	1.76192	0.868073	0.700531	0.354101	0.568361
CCNB1IP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23028	0	0	0.199871	0	0.210922	0	0	0	0
CCNB2	0.643037	1.59834	0.768051	0.932279	1.59204	1.6374	1.77205	1.00044	1.23628	0.108164	0.527089	1.1596	3.86621	0.709889	1.56636	1.1706	1.24843	1.17474	1.64612	1.14625	1.31774	1.28192	0.777496	1.3175
CCNB3	0	0.0498379	0.205108	0	0.106186	0.153037	0.362545	0.052028	0.337295	0.101256	0.199637	0.205764	0.138955	0.284998	0.29328	0.100644	0.0980255	0.253519	0.128437	0.044676	0.0440284	0	0	0.162773
CCNC	27.68987	35.402	44.68918	31.3048	40.8666	38.449939	33.454	39.34924	34.685848	31.21014	20.566331	23.21504	37.91959	24.02329	38.15684	28.88167	25.72147	32.45347	30.91998	31.46556	38.7515	22.096	29.6257	33.44275
CCND1	5.722351	4.074429	2.61916	3.531264	3.67261	1.11363	2.36982	3.2109	1.64075	3.01675	1.734825	2.12959	2.36591	2.07213	2.96459	5.41004	2.859042	2.15817	3.217988	2.94744	2.29565	3.956621	2.02103	4.13194
CCND2	7.12513	8.61456	4.97952	5.87741	10.3291	6.0688	4.29065	13.0458	6.50497	10.6715	5.7662	8.93729	4.43904	4.45799	6.1902	5.70386	6.66202	3.26924	8.10612	8.53018	5.722	6.2083	2.31154	5.85741
CCND3	57.4385	66.05855	55.84201	69.5625	45.9677	58.72304	58.8378	60.2542	50.2139	41.0101	47.83642	55.27681	61.4461	63.38557	49.2107	53.81615	53.6683	55.79378	43.13067	39.56446	45.37903	77.2578	60.75029	45.04307
CCNDBP1	80.6653	101.472	126.843	97.0168	110.202	128.666	170.481	93.5878	141.473	96.9876	103.604	106.826	127.791	121.668	102.9	96.4294	99.1468	129.629	119.724	115.034	98.6062	121.016	96.1283	94.4079
CCNE1	9.0855000650655	9.638326289	8.73323	10.5045	12.89253	8.655348	10.6134	13.724023	12.80245	19.8721	12.102	17.01998	13.97911	9.22954	14.1373	11.77775	12.0963	10.5702	19.8272	14.2283	14.07254	10.6299	10.9343	14.3876
CCNE2	10.67939	14.11243	19.5233	15.04018	13.5911	12.68214	16.229	12.17749	10.77621	8.957747	8.38706	7.27632	15.92109	11.61121	11.31163	8.16201	9.17372	12.24659	11.63535	10.5871000017759	13.99412	8.63911	12.45506	11.35512
CCNF	4.16166	3.47094	2.8319	3.75691	3.22913	2.24563	3.31671	2.37429	2.89294	2.51308	3.12303	3.44401	4.41152	2.7384	2.93508	2.98674	4.47852	3.11167	3.97615	3.29025	3.17214	3.91453	2.19982	3.20753
CCNG1	55.4817	42.025	43.5115	40.308	43.6275	46.8343	40.2741	44.5336	41.0036	37.9261	29.2727	37.2084	41.811	35.1487	36.8049	36.6303	29.6017	35.9582	34.4943	47.9102	44.2101	45.6725	42.8144	41.0328
CCNG2	27.8528	38.5883	57.9248	37.8121	37.2069	67.5337	44.8769	36.8898	52.6467	71.9804	35.122	58.4761	65.0796	43.0119	51.6553	36.964	35.2474	58.8914	69.4411	62.6494	65.5274	33.4189	41.0722	53.7325
CCNH	28.714652	36.67633	36.79458	35.60725	38.416376	32.796011	37.02509	36.16835	37.381848	38.077675	34.05176	27.30494	36.318804	36.14996	35.26172	28.71872	35.9807	40.278351	34.75968	31.23308	35.257219	36.202763	39.116329	35.74514
CCNI	105.869	149.895	168.253	109.529	122.914	135.921	134.237	100.216	125.824	199.103	113.231	110.828	132.428	128.275	116.52	93.4639	104.819	140.265	141.807	146.976	122.571	112.602	140.469	171.013
CCNJ	4.83325435	5.16083	5.76644	4.551227	4.83830536	4.89949	3.93359	5.427095	4.89638	5.784719	3.510993	3.635996	6.72667	4.05729000059059	5.261125	4.027771	5.351347	6.32391	5.96993	6.06359	5.43045631	3.9947122226	5.11186	4.76534
CCNJL	0.765773	0.503627	0.465174	0.110155	0.64306	0.257095	0.417639	0.316395	0.145707	0.306187	0.352118	0.725693	0.561043	0.335143	0.67119	1.47086	0.395206	0.9551930009066	0.475334	0.135096	0.133138	0.28303	0.163437	0.52501
CCNK	28.6536	26.17079	22.0234	27.5022	25.4655	27.2863	24.83055	27.96723	24.39144	23.23442	24.8751	20.57624	26.12322	28.65262	22.33321	27.34587	28.2035	27.53126	26.1679	25.54517	31.4477	29.45906	26.1738	24.8087
CCNL1	20.513	15.4123	17.5813	17.6464	18.4673	16.4334	18.6603	21.9699	18.281	22.1044	17.8661	25.0988	17.4344	20.126	21.8858	19.4609	35.4146	28.7645	20.6685	26.0655	18.9486	27.6207	15.8456	24.5495
CCNL2	94.752312	80.514514	82.696479	78.79363	73.896426	70.733875	112.41222	83.946321	73.11575	93.600255	89.13448	132.444497	83.73381	106.942965	92.695043	62.094073	141.11282	102.21657	81.89694	95.001661	76.21317	111.209358	80.604943	100.79021
CCNO	0	0	0	0.165629	0	0	0.157562	0	0.439643	0	0	0	0	0	0.296889	0.150076	0.147143	0.128567	0	0.407627	0.133875	0.485354	0	0
CCNP	2.75674	2.59443	2.84073	2.1259	3.29365	4.65513	1.34854	2.02848	0.783894	0.164478	1.5854	1.38734	1.05707	0.154111	0.476352	0.801149	0.786022	0.412649	0.973289	0.581447	2.00505	0.908269	1.05155	0.841074
CCNQ	25.00735	18.70868	16.87268	21.16668	22.536966	20.68312	27.16133	25.16022	28.13437	30.38094	31.8134	29.51175	23.16891	21.6619	25.29988	29.00458	39.05379	27.57652	24.283114	29.26966	24.53823	28.29324	38.22273	29.69716
CCNT1	3.39433	5.31746	6.10857	5.48215	5.94011	7.9794	6.0625	6.62887	6.33904	6.24072	5.37469	3.40569	7.96494	6.54379	6.63282	4.95038	4.8729	8.05357	6.74071	4.53532	6.74995	5.478	5.69304	6.47394
CCNT2	14.469134	16.48428	22.282556	17.41342984526	17.42151	16.36733458	21.26723120656	16.543634	18.3335800005847	14.2379797	13.5863300017985	17.501261106	22.963257	18.7377055491	20.07049355	15.998100797755	19.72620656	26.205360147306	21.5504093	20.198160272	22.445523	16.834785701	13.883065	19.63269481
CCNY	50.6345	59.3305	63.3999	60.6311	57.1756	62.9455	56.3797	62.2736	59.9199	49.6291	44.8772	43.2015	58.3502	55.4886	50.6621	52.524	47.1507	51.9912	48.4714	50.621	60.677	59.5633	51.9262	54.475
CCNYL1	22.602	26.35615	29.33965	21.6453	22.0394	26.5685	21.7922	18.05764	23.6767	38.224765	12.082385	11.8768	27.100825	21.4121	18.226468	11.2479	15.9972	21.44971	27.53854	23.2282	23.0114	14.8443000005525	22.89533	24.511707
CCP110	14.935301	23.81389	24.0287	20.06789	26.01977	33.51259	29.44819	23.3184	29.000580145084	25.04052	31.0427	28.476094209	34.0858	38.17456170361	27.798327	26.63962	20.76593	47.889073	28.99192	26.01881	32.507751	29.85482	30.62841	22.16843
CCPG1	73.600804	80.45443	97.007743723	84.1076	92.67311682	84.586961	98.32395	80.53125	96.844800168623	93.2726	87.99372	63.91617	95.55547	91.57078	86.83273	102.39831	79.039	105.852	97.10683	68.4375	99.97821	76.898108	85.4377	85.54799
CCR10	1.81005	0.401	0.812972	1.45082	0.601732	0.479195	0.405296	1.23725	1.05571	1.58542	0.790104	1.26094	0.733558	1.63422	1.62249	0.850989	1.70955	1.54875	0.744377	0.724791	0.713909	1.76781	1.69378	1.60919
CCR4	0	0	0	0	0	0.170226	0.34517	0	0	0	0.324371	0.157393	0	0.157768	0	0	0	0	0	0.148825	0	0	0	0
CCR6	0.15295	0	0	0	0	0.469917	0	0.159304	0	0.310013	0	0	0.426817	0	0.299282	0.151253	0.148308	0.129607	0.131038	0.273947	0.134956	0	0	0.0991286
CCR7	0.294848	0.441568	0	0.160855	0	0	0	0.306941	0	0.447991	0	0	0.548154	0	0.432487	0.14586	0	0	0.126242	0.263896	0	0.117852	0	0.191054
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147164	0	0	0	0.106424
CCRL2	0.274695	0.273971	0.423349	0.449194	0.292661	0.842388	0.996758	0.428548	0.662227	0.277994	0.807891	0.265141	0.255029	0	1.20769	1.22411	1.19907	0.46475	1.05758	1.228	0.483984	0.219457	0.444201	0.444824
CCS	29.2993	36.0088	40.8649	40.5903	35.5217	36.6242	36.9034	39.7774	41.5374	40.849	38.8483	46.8052	27.8941	31.8864	32.599	39.0078	32.9454	33.613	34.5056	43.933	31.878	39.0404	42.3941	36.5194
CCSAP	25.47421	37.41284	58.69621	48.0017	64.49009	58.00632	47.95774	66.04022	46.616714	129.57114	50.0507	54.23922	66.47589	40.21209	62.09229	60.41577	71.85405	67.8767	102.19804	84.74697	83.10686	33.99554	42.48967	97.84682
CCSER1	0.443245	0.789264	1.295234	0.80955	0.67911	1.529021	1.029526	1.245199	0.90890800164989	1.177591	0.575882	0.675825	1.559751	1.201379	1.84584	0.955846	0.796226	1.935974	1.299009	0.858201000151888	1.528134	0.946305	1.52517	0.923451
CCSER2	20.0635046	21.93489	37.739797	26.939793	28.777457	41.16723	30.290575	29.565781268	29.112077	42.79528	18.047916	10.7383226006634	43.35497	25.89671	38.26301	21.69623	23.823351	40.129455	32.892676	30.802647	34.52657	22.824999	29.690466	29.262334
CCT2	105.987	137.574	147.465	123.8	132.867	141.606	140.844	115.844	144.173	121.797	111.414	155.264	140.719	129.442	120.999	119.471	89.9382	140.185	124.574	136.722	134.451	122.844	113.402	116.03
CCT3	112.985	133.899	141.947	130.65	131.335	119.498	125.453	114.783	126.253	106.757	128.621	103.02	122.138	135.17	111.463	132.395	100.912	128.382	119.476	125.563	117.671	130.315	115.881	120.045
CCT4	73.9387	110.124	106.38	94.9489	101.112	112.279	107.33	76.1697	116.565	85.0421	79.3665	88.9387	100.698	105.713	81.01	85.4338	64.873	100.945	82.5805	94.7897	92.2125	107.359	83.5367	82.6482
CCT5	288.3598	304.269	285.8505	279.8678	296.1673	302.43205	307.3878	312.6626	295.11109	248.829	353.87254	301.7179	291.01119	297.82617	302.01388	367.0487	307.3429	317.56156	313.03436	295.1971	324.5678	321.9135	266.30159	298.6108
CCT6A	110.25	124.236	129.034	111.614	138.107	162.416	157.256	132.846	146.751	133.817	113.135	108.278	147.962	144.294	126.387	122.288	94.4403	163.62	152.239	131.511	140.815	117.797	113.605	129.36
CCT6B	0.319484	0.529372	0.111155	0.118052	0.726231	0.66352	1.34638	0.450431	1.31626	0.219146	0.213523	0.209592	0.689487	0.410928	0.634707	0.317253	0.421496	0.628502	0.667761	1.51856	0.286055	0.936261	0.171672	0.3512
CCT7	163.832	204.534	192.987	194.378	211.017	201.91	211.243	193.15	223.516	181.285	194.425	238.167	208.202	231.143	201.224	219.133	174.503	209.869	202.823	225.531	203.443	212.861	179.978	205.064
CCT8	129	158.891	159.17	146.248	177.561	160.533	185.311	133.414	175.557	122.336	134.483	161.733	165.959	174.324	148.299	157.057	116.394	175.427	145.281	149.19	155.264	146.438	123.049	137.788
CCT8L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCZ1	61.4442	66.5812	63.3421	62.8697	67.2663	66.3435	71.2631	70.978	71.6135	61.8298	55.5313	44.5352	63.2673	73.3575	65.6179	62.8179	63.9059	71.8366	65.0577	72.8684	78.2607	74.2896	67.3675	68.4125
CD109	1.62231	2.16664	2.02718	1.82865	1.47426	2.37994	1.75303	2.31821	1.76838	1.87709	1.77282	1.1462	3.00193	1.20268	2.03865	1.24513	1.54337	1.74629	1.87741	2.35625	2.9339	1.9727	2.60657	2.67382
CD14	12.5822	8.98002	11.5604	8.65614	14.7589	6.41655	10.685	5.91576	9.82476	4.43715	17.0247	15.6481	18.1419	10.0056	8.56738	10.7146	5.41407	12.4259	8.11115	11.9692	4.07044	6.91465	7.18439	11.6786
CD151	68.473	40.3113	45.6168	44.8097	57.2103	39.7107	50.0723	50.7149	44.4357	45.0765	53.8565	35.9359	47.9131	31.0897	36.5724	42.2159	39.8771	51.3737	46.4745	50.3332	40.4991	56.5694	47.6752	61.0247
CD163	0.497207	1.01943	0.660287	0.248066	0.120624	0.502312	0.235415	0.118266	0.511063	0.0767229	0.265367	0.0786683	1.15773	0.323965	0.40741	0.305706	0.260324	0.51214	0.259524	0.439999	0.166782	0.242949	0.183696	0.543023
CD164	15.3225	25.079	26.5992	19.3704	20.1566	26.0883	25.2091	17.8517	27.6419	21.7721	10.1466	8.97138	26.4418	22.9487	23.7486	14.1463	15.7934	28.1043	19.6256	20.3559	23.8477	23.6115	27.4344	21.8089
CD164L2	5.30029	4.96152	3.365868	3.323	0.236634	7.04763	9.3105	10.27857	0.742122	0	2.943899	2.933962	0.355032	0	1.492	5.201733	2.92352	4.61499	3.69424	1.0281738	1.01265	3.649483	6.1943	0.285783
CD180	0.0797021	0.553128	0.0813338	0.172923	0.674049	0	0.739115	0.329842	0.534788	0.24072	0.314544	0.398912	1.24911	0.602048	0	0.079336	0.309682	0.402013	0.407082	0.0708347	0.139606	0.190343	0	0.515155
CD19	0.237141	0.313454	0	0.0857461	0.167113	0.481467	0.0814432	0.245334	0.303061	0.159152	0.155991	0.3958	1.45735	0.223901	0.0768263	0.314754	0.844638	0.39868	0.336427	0.140495	0.276899	0.251694	0	0.204363
CD1D	0	0.248049	0	0.271193	0	0.127089	0	0	0	0	0	0	0.577112	0	0	0	0	0.105188	0.212827	0	0	0.0993999	0	0
CD2	0.565432	0	0	0	0	0.581537	0.196477	1.18132	0.365412	0	0	0	0.352139	0	0	0	0	0.481048	0	0.169401	0	0.302084	0	0
CD200R1	0	0.879718	0.725398	0.576534	0.188175	1.0826	0.548735	0.366771	0.170114	0	0.514578	0	0.327792	0	0.689022	0.346806	0.510835	0.149259	1.50834	0.788629	0.155394	0	0.285237	1.36767
CD22	0.0469898	0.928595	0.238841	0.1525	0.247286	0.712819	0.0964996	0.339305	0.13467	0.283007	0.186121	0.480483	2.80463	0.398296	0.0910789	0.609854	1.09634	0.944712	0.837619	0.665933	0.615267	0.559966	0	0.424692
CD226	0.3119067544	0.3116863771	0	0	0	0.1597730433	0.1620051311	0.324949356	0.600589	0	0	0.148806033	0.2902385254	0	0.457859958	0	0.1512125201	0	0.267288029	0	0.1376440319	0	0.1263316797	0.1010878484
CD24	3.32388	2.19678	2.98793	1.9745	6.94341	3.45461	1.63079	6.4681	3.18591	0.95604	3.35771	3.01144	4.66905	2.16693	3.30744	2.44219	2.38314	2.12882	2.02095	3.72754	5.26732	2.51991	0.572505	3.01791
CD244	0.74893	1.06944	1.26761	0.712354	1.92437	0.879128	1.338196	1.35754	0.795428	0.858481	1.5666	1.278925	1.33591	1.21645	0.9140278039	1.08471	1.989645	2.259443	1.717618	1.5666	0.656344	1.34158	0.871391	2.324876
CD247	1.74595	0.754868	1.55721	1.91841	1.88588	1.80553	1.04793	1.30816	0.729473	2.79536	2.42524	1.80783	0.935685	1.42968	1.23054	0.735668	2.89543	0.640783	1.0772	1.57627	1.10858	1.20473	0.612238	0.487393
CD248	2.9188	1.00187	1.45544	0.903122	0.942015	0.965291	0.796202	1.16881	0.968649	1.19722	1.11915	1.63107	0.766932	1.23543	1.09808	0.95042	1.44726	1.14924	0.860512	1.26792	0.989197	1.27872	0.860134	1.19266
CD27	0	0.651001	0.167719	0	0	0	0.676755	0.169662	0	0	0.63642	0	0.909415	1.23742	0.159368	0.160802	0	0.138057	0	0	0.431237	0.260456	0.659641	0.211036
CD274	0.162357	0.162351	0.167307	0.177375	0.52069	0	0.168774	0	0.156971	0.16468	0	0	0.604786	0	0	0	0	0.275437	0.139211	0	0.286786	0	0.26321	0
CD276	12.054079	7.964061	7.998754	10.87674	10.456319	4.876572	7.349734	6.275807	4.90302	7.650293	8.62769	8.41987	6.529409	7.70284	9.09014	7.12322	10.50206	8.16976	9.70213	9.90051	7.763735	6.819276	5.37894	9.795091
